game,score,steps
504,21.0,1736
505,17.0,2123
506,19.0,2073
507,21.0,1963
508,21.0,1966
509,18.0,1850
510,21.0,1966
511,17.0,2093
512,18.0,2048
513,21.0,1736
514,15.0,2533
515,21.0,1965
516,21.0,1969
517,21.0,1964
518,17.0,2107
519,16.0,2545
520,20.0,1833
521,21.0,2073
522,21.0,1692
523,20.0,2122
524,21.0,1691
525,20.0,2247
526,11.0,2173
527,21.0,1967
528,21.0,2289
529,21.0,2285
530,21.0,2214
531,18.0,2400
532,21.0,1739
533,18.0,1935
534,16.0,1923
535,21.0,1969
536,15.0,2475
537,21.0,1694
538,21.0,1968
539,17.0,2328
540,21.0,1695
541,20.0,1832
542,21.0,2289
543,20.0,1830
544,21.0,1693
545,19.0,2057
546,21.0,1951
547,21.0,2148
548,20.0,2159
549,21.0,1738
550,21.0,1733
551,21.0,1966
552,21.0,2291
553,21.0,1964
554,18.0,2200
555,13.0,2380
556,17.0,2287
557,21.0,1966
558,6.0,2438
559,21.0,2290
560,19.0,1974
561,21.0,1691
562,20.0,1786
563,21.0,1965
564,21.0,1694
565,21.0,1693
566,21.0,1968
567,19.0,1998
568,21.0,2286
569,21.0,1970
570,21.0,1968
571,21.0,1969
572,21.0,1694
573,17.0,2204
574,19.0,1775
575,21.0,2094
576,7.0,2468
577,21.0,1970
578,21.0,1963
579,19.0,1687
580,21.0,1696
581,21.0,1964
582,21.0,1691
583,16.0,2190
584,19.0,2032
585,-1.0,3055
586,17.0,2105
587,15.0,2160
588,21.0,1737
589,21.0,1696
590,18.0,1855
591,21.0,1690
592,21.0,1739
593,16.0,2175
594,21.0,1757
595,19.0,1994
596,21.0,1969
597,21.0,1966
598,18.0,2432
599,21.0,1739
600,21.0,1733
601,21.0,1736
602,21.0,1733
603,21.0,1968
604,20.0,1611
605,19.0,1773
606,17.0,2177
607,21.0,1969
608,21.0,1964
609,21.0,1970
610,21.0,1690
611,17.0,2372
612,21.0,1694
613,14.0,2228
614,18.0,2010
615,19.0,2031
616,21.0,1690
617,18.0,1906
618,21.0,1966
619,18.0,2373
620,8.0,2251
621,21.0,1737
622,13.0,2226
623,19.0,2309
624,17.0,2091
625,15.0,2134
626,19.0,2073
627,18.0,1838
628,19.0,1974
629,20.0,2013
630,21.0,1949
631,12.0,2711
632,18.0,2432
633,10.0,2371
634,20.0,1933
635,17.0,2005
636,21.0,1970
637,20.0,1991
638,17.0,2530
639,17.0,2106
640,15.0,2389
641,21.0,1736
642,20.0,1859
643,18.0,2432
644,21.0,1968
645,21.0,1690
646,21.0,2290
647,21.0,1694
648,18.0,2067
649,21.0,2286
650,17.0,1983
651,20.0,1891
652,21.0,1734
653,16.0,2319
654,17.0,2091
655,21.0,1733
656,21.0,2288
657,11.0,2173
658,21.0,1952
659,21.0,1966
660,19.0,2067
661,16.0,2678
662,21.0,1694
663,11.0,2895
664,21.0,1736
665,21.0,1733
666,7.0,2268
667,21.0,1965
668,11.0,2387
669,21.0,1877
670,18.0,2334
671,21.0,2291
672,21.0,1732
673,21.0,1965
674,12.0,2878
675,14.0,2281
676,21.0,1695
677,21.0,1736
678,21.0,1692
679,12.0,2710
680,21.0,1966
681,21.0,1735
682,3.0,2603
683,21.0,1967
684,21.0,1738
685,19.0,1633
686,20.0,1999
687,17.0,2034
688,21.0,1964
689,21.0,2285
690,19.0,2417
691,21.0,1736
692,19.0,2004
693,21.0,1691
694,21.0,1874
695,10.0,2385
696,21.0,1690
697,16.0,2234
698,21.0,1738
699,21.0,1736
700,19.0,2005
701,11.0,2177
702,18.0,2073
703,18.0,2125
704,19.0,1974
705,19.0,2048
706,21.0,1696
707,21.0,1963
708,21.0,2285
709,21.0,2291
710,16.0,2112
711,21.0,1735
712,17.0,2104
713,13.0,2229
714,16.0,2131
715,17.0,2045
716,18.0,2012
717,8.0,2264
718,21.0,1964
719,14.0,2244
720,18.0,2373
721,21.0,1733
722,21.0,2289
723,13.0,2334
724,21.0,1950
725,21.0,2288
726,17.0,2118
727,11.0,2141
728,18.0,2075
729,21.0,1690
730,20.0,1829
731,20.0,2301
732,21.0,1693
733,-1.0,2491
734,21.0,1695
735,16.0,2186
736,19.0,1886
737,19.0,2307
738,21.0,1732
739,21.0,1966
740,21.0,2291
741,21.0,1691
742,16.0,2131
743,17.0,2104
744,17.0,2488
745,21.0,1732
746,16.0,2131
747,21.0,2089
748,21.0,2286
749,17.0,2116
750,16.0,2012
751,21.0,1736
752,21.0,1690
753,21.0,1734
754,18.0,2112
755,19.0,2089
756,21.0,1963
757,21.0,1692
758,12.0,2735
759,20.0,1829
760,13.0,2392
761,15.0,2590
762,21.0,1966
763,21.0,1964
764,21.0,2288
765,21.0,1964
766,21.0,1692
767,20.0,2013
768,9.0,2856
769,21.0,1969
770,21.0,2289
771,21.0,1692
772,16.0,2544
773,13.0,2339
774,7.0,2498
775,21.0,1967
776,12.0,2649
777,21.0,1736
778,7.0,2348
779,11.0,2349
780,21.0,1693
781,9.0,2186
782,21.0,1695
783,21.0,1965
784,21.0,1738
785,17.0,2049
786,21.0,2286
787,20.0,1834
788,21.0,1735
789,17.0,2156
790,21.0,2285
791,21.0,1967
792,21.0,1693
793,21.0,1951
794,21.0,1732
795,21.0,1733
796,19.0,2061
797,16.0,2199
798,21.0,1735
799,1.0,2939
800,13.0,2505
801,14.0,2467
802,21.0,1692
803,21.0,1952
804,19.0,2023
805,21.0,1732
806,21.0,1735
807,6.0,2617
808,21.0,1732
809,21.0,1692
810,21.0,2292
811,11.0,2314
812,18.0,2117
813,21.0,2287
814,16.0,1928
815,21.0,1969
816,21.0,2289
817,21.0,2285
818,19.0,1775
819,18.0,2082
820,17.0,2138
821,21.0,2290
822,21.0,1964
823,19.0,1824
824,21.0,1948
825,21.0,1691
826,19.0,2030
827,13.0,2499
828,17.0,2156
829,19.0,2049
830,21.0,1732
831,21.0,1694
832,21.0,1690
833,17.0,2489
834,7.0,2465
835,13.0,2344
836,21.0,1696
837,17.0,2432
838,18.0,2514
839,18.0,2341
840,15.0,2148
841,19.0,1979
842,16.0,2296
843,17.0,1989
844,21.0,2291
845,21.0,1737
846,21.0,2286
847,19.0,2045
848,15.0,2135
849,21.0,1738
850,21.0,1737
851,13.0,2667
852,17.0,2140
853,16.0,2110
854,21.0,1964
855,21.0,2287
856,17.0,2120
857,21.0,1736
858,21.0,1947
859,17.0,1976
860,20.0,2027
861,17.0,1987
862,18.0,2061
863,21.0,1963
864,17.0,2138
865,16.0,2191
866,21.0,2289
867,21.0,1738
868,21.0,1967
869,17.0,2012
870,21.0,2285
871,19.0,1813
