game,score,steps
220,20.0,339
221,65.0,424
222,180.0,655
223,295.0,850
224,65.0,428
225,100.0,492
226,140.0,646
227,180.0,925
228,45.0,435
229,20.0,335
230,65.0,430
231,20.0,336
232,110.0,636
233,250.0,1533
234,65.0,427
235,95.0,492
236,165.0,903
237,20.0,340
238,145.0,689
239,145.0,691
240,55.0,441
241,205.0,650
242,180.0,641
243,325.0,1075
244,100.0,571
245,480.0,924
246,65.0,430
247,205.0,647
248,220.0,922
249,65.0,445
250,55.0,443
251,185.0,1069
252,275.0,856
253,20.0,340
254,20.0,335
255,20.0,335
256,120.0,600
257,160.0,666
258,195.0,792
259,475.0,814
260,135.0,690
261,20.0,338
262,110.0,625
263,330.0,932
264,190.0,699
265,20.0,339
266,395.0,921
267,20.0,341
268,340.0,962
269,595.0,1128
270,65.0,428
271,125.0,532
272,65.0,421
273,20.0,337
274,40.0,592
275,65.0,427
276,80.0,371
277,20.0,334
278,120.0,509
279,65.0,424
280,270.0,1021
281,20.0,334
282,235.0,1149
283,105.0,502
284,205.0,920
285,65.0,421
286,65.0,430
287,145.0,613
288,205.0,654
289,355.0,993
290,240.0,934
291,90.0,495
292,185.0,680
293,245.0,966
294,205.0,652
295,20.0,343
296,20.0,336
297,170.0,885
298,55.0,440
299,90.0,542
300,175.0,624
301,65.0,513
302,80.0,498
303,65.0,424
304,35.0,329
305,130.0,792
306,65.0,421
307,445.0,1034
308,210.0,767
309,20.0,335
310,205.0,650
311,185.0,705
312,180.0,771
313,130.0,657
314,20.0,342
315,160.0,620
316,130.0,760
317,215.0,1287
318,30.0,346
319,395.0,917
320,20.0,342
321,215.0,920
322,20.0,337
323,20.0,341
324,110.0,614
325,415.0,1086
326,110.0,624
327,390.0,707
328,130.0,729
329,20.0,343
330,20.0,340
331,415.0,1161
332,135.0,893
333,120.0,554
334,380.0,814
335,500.0,1073
336,55.0,404
337,20.0,340
338,275.0,1203
339,305.0,970
340,70.0,526
341,65.0,423
342,435.0,998
343,55.0,441
344,205.0,945
345,65.0,445
346,95.0,694
347,210.0,603
348,65.0,425
349,65.0,421
350,160.0,652
351,295.0,1159
352,20.0,340
353,205.0,653
354,65.0,427
355,20.0,341
356,130.0,486
357,145.0,690
358,505.0,989
359,65.0,424
360,80.0,480
361,85.0,614
362,85.0,612
363,195.0,1052
364,85.0,460
365,130.0,605
366,65.0,422
367,215.0,1365
368,325.0,1140
369,155.0,962
370,65.0,424
371,65.0,425
372,20.0,342
373,125.0,579
374,20.0,340
375,315.0,1061
376,195.0,622
377,120.0,565
378,455.0,992
379,540.0,1192
380,55.0,502
381,20.0,334
382,65.0,429
383,65.0,428
384,115.0,644
385,20.0,337
386,20.0,340
387,110.0,637
388,65.0,423
389,20.0,340
390,20.0,338
391,80.0,465
392,65.0,428
393,20.0,336
394,465.0,876
395,230.0,937
396,155.0,564
397,20.0,343
398,205.0,649
399,165.0,1201
400,275.0,825
401,160.0,661
402,105.0,624
403,320.0,674
404,20.0,341
405,80.0,609
406,225.0,893
407,155.0,617
408,20.0,343
409,185.0,617
410,125.0,472
411,190.0,904
412,20.0,338
413,20.0,339
414,240.0,1006
415,20.0,343
416,165.0,643
417,20.0,338
418,110.0,730
419,20.0,338
420,20.0,337
421,220.0,692
422,20.0,331
423,65.0,426
424,65.0,429
425,110.0,627
426,175.0,676
427,205.0,649
428,80.0,610
429,20.0,329
430,225.0,1116
431,130.0,642
432,20.0,341
433,65.0,424
434,100.0,477
435,140.0,926
436,185.0,614
437,65.0,424
438,65.0,462
439,20.0,338
440,115.0,616
441,95.0,626
442,205.0,656
443,200.0,1029
444,435.0,790
445,80.0,639
446,490.0,1209
447,65.0,430
448,250.0,896
449,205.0,648
450,30.0,631
451,45.0,490
452,35.0,559
453,140.0,616
454,65.0,425
455,145.0,902
456,470.0,1182
457,265.0,753
458,205.0,649
459,230.0,929
460,195.0,704
461,20.0,343
462,205.0,650
463,20.0,337
464,20.0,339
465,65.0,421
466,155.0,639
467,170.0,690
468,185.0,609
469,130.0,605
470,65.0,425
471,185.0,912
472,65.0,421
473,65.0,424
474,205.0,650
475,125.0,625
476,275.0,784
477,20.0,336
478,120.0,756
479,230.0,675
480,265.0,939
481,190.0,952
482,135.0,525
483,65.0,446
484,20.0,338
485,65.0,429
486,65.0,428
487,65.0,450
488,440.0,1112
489,280.0,1038
490,95.0,565
491,35.0,581
492,105.0,402
493,430.0,1152
494,120.0,662
495,285.0,990
496,185.0,774
497,205.0,656
498,265.0,947
499,395.0,918
500,260.0,1063
501,95.0,673
502,35.0,327
503,60.0,589
504,60.0,499
505,85.0,460
506,345.0,877
507,135.0,668
508,15.0,512
509,360.0,1322
510,190.0,668
511,65.0,451
512,20.0,335
513,195.0,777
514,145.0,591
515,95.0,533
516,95.0,885
517,270.0,874
518,125.0,490
519,20.0,343
520,125.0,617
521,375.0,937
522,120.0,589
523,20.0,335
524,205.0,649
525,240.0,1039
526,380.0,1266
527,185.0,709
528,105.0,504
529,95.0,502
530,20.0,335
531,120.0,687
532,210.0,729
533,115.0,643
534,65.0,430
535,75.0,580
536,205.0,652
537,65.0,425
538,170.0,660
539,50.0,480
540,180.0,940
541,65.0,421
542,160.0,664
543,205.0,651
544,40.0,628
545,20.0,335
546,185.0,577
547,65.0,427
548,295.0,969
549,20.0,335
550,150.0,502
551,535.0,997
552,145.0,647
553,195.0,1123
554,395.0,1047
555,230.0,819
556,160.0,839
557,205.0,649
558,360.0,935
559,20.0,339
560,205.0,652
561,630.0,1077
562,65.0,422
563,20.0,341
564,155.0,1091
565,20.0,341
566,190.0,670
567,290.0,898
568,65.0,430
569,115.0,667
570,365.0,665
571,205.0,611
572,235.0,876
573,110.0,633
574,55.0,480
575,110.0,626
576,140.0,657
577,80.0,462
578,215.0,970
579,115.0,614
580,205.0,654
581,65.0,425
582,185.0,611
583,225.0,670
584,390.0,938
585,340.0,1103
586,595.0,1280
587,205.0,668
588,195.0,708
589,415.0,1061
590,110.0,732
591,20.0,340
592,45.0,510
593,140.0,642
594,125.0,594
595,65.0,430
596,255.0,1129
